Cód.	Município	Sigla	PIB(Milhares de Reais)
4212403	Pedras Grandes	SC	132721
4212502	Penha	SC	743896
4212601	Peritiba	SC	85035
4212650	Pescaria Brava	SC	100329
4212700	Petrolândia	SC	173692
4212809	Balneário Piçarras	SC	939638
4212908	Pinhalzinho	SC	1122662
4213005	Pinheiro Preto	SC	161559
4213104	Piratuba	SC	615050
4213153	Planalto Alegre	SC	94867
4213203	Pomerode	SC	2026616
4213302	Ponte Alta	SC	114165
4213351	Ponte Alta do Norte	SC	115306
4213401	Ponte Serrada	SC	226905
4213500	Porto Belo	SC	1177910
4213609	Porto União	SC	755314
4213708	Pouso Redondo	SC	483992
4213807	Praia Grande	SC	160286
4213906	Presidente Castello Branco	SC	45954
4214003	Presidente Getúlio	SC	712052
4214102	Presidente Nereu	SC	52784
4214151	Princesa	SC	71459
4214201	Quilombo	SC	352659
4214300	Rancho Queimado	SC	117584
4214409	Rio das Antas	SC	191048
4214508	Rio do Campo	SC	148569
4214607	Rio do Oeste	SC	185465
4214706	Rio dos Cedros	SC	331820
4214805	Rio do Sul	SC	2719646
4214904	Rio Fortuna	SC	238298
4215000	Rio Negrinho	SC	1158012
4215059	Rio Rufino	SC	48525
4215075	Riqueza	SC	113274
4215109	Rodeio	SC	285413
4215208	Romelândia	SC	84613
4215307	Salete	SC	197596
4215356	Saltinho	SC	70322
4215406	Salto Veloso	SC	171646
4215455	Sangão	SC	319407
4215505	Santa Cecília	SC	470773
4215554	Santa Helena	SC	70075
4215604	Santa Rosa de Lima	SC	50668
4215653	Santa Rosa do Sul	SC	132838
4215679	Santa Terezinha	SC	181328
4215687	Santa Terezinha do Progresso	SC	52365
4215695	Santiago do Sul	SC	33849
4215703	Santo Amaro da Imperatriz	SC	848974
4215752	São Bernardino	SC	63726
4215802	São Bento do Sul	SC	3198188
4215901	São Bonifácio	SC	71441
4216008	São Carlos	SC	424614
4216057	São Cristóvão do Sul	SC	158741
4216107	São Domingos	SC	327326
4216206	São Francisco do Sul	SC	4142714
4216255	São João do Oeste	SC	221150
4216305	São João Batista	SC	898814
4216354	São João do Itaperiú	SC	170374
4216404	São João do Sul	SC	192693
4216503	São Joaquim	SC	747204
4216602	São José	SC	10607483
4216701	São José do Cedro	SC	409458
4216800	São José do Cerrito	SC	249340
4216909	São Lourenço do Oeste	SC	960834
4217006	São Ludgero	SC	636350
4217105	São Martinho	SC	81325
4217154	São Miguel da Boa Vista	SC	36642
4217204	São Miguel do Oeste	SC	1521972
4217253	São Pedro de Alcântara	SC	80863
4217303	Saudades	SC	321903
4217402	Schroeder	SC	499670
4217501	Seara	SC	799913
4217550	Serra Alta	SC	81306
4217600	Siderópolis	SC	466717
4217709	Sombrio	SC	785293
4217758	Sul Brasil	SC	56386
4217808	Taió	SC	599959
4217907	Tangará	SC	409469
4217956	Tigrinhos	SC	42287
4218004	Tijucas	SC	1539749
4218103	Timbé do Sul	SC	128870
4218202	Timbó	SC	1858869
4218251	Timbó Grande	SC	197331
4218301	Três Barras	SC	1113578
4218350	Treviso	SC	204544
4218400	Treze de Maio	SC	147504
4218509	Treze Tílias	SC	613123
4218608	Trombudo Central	SC	254269
4218707	Tubarão	SC	3741552
4218756	Tunápolis	SC	124218
4218806	Turvo	SC	538192
4218855	União do Oeste	SC	59537
4218905	Urubici	SC	250464
4218954	Urupema	SC	54677
4219002	Urussanga	SC	835697
4219101	Vargeão	SC	131916
4219150	Vargem	SC	61414
4219176	Vargem Bonita	SC	392371
4219200	Vidal Ramos	SC	287462
4219309	Videira	SC	2427864
4219358	Vitor Meireles	SC	118551
4219408	Witmarsum	SC	129233
4219507	Xanxerê	SC	1703710
4219606	Xavantina	SC	216185
4219705	Xaxim	SC	947825
4219853	Zortéa	SC	71185
4220000	Balneário Rincão	SC	225341
4300034	Aceguá	RS	248094
4300059	Água Santa	RS	330832
4300109	Agudo	RS	499985
4300208	Ajuricaba	RS	298759
4300307	Alecrim	RS	110352
4300406	Alegrete	RS	2185676
4300455	Alegria	RS	113637
4300471	Almirante Tamandaré do Sul	RS	164568
4300505	Alpestre	RS	490902
4300554	Alto Alegre	RS	66548
4300570	Alto Feliz	RS	94054
4300604	Alvorada	RS	2701794
4300638	Amaral Ferrador	RS	98233
4300646	Ametista do Sul	RS	120279
4300661	André da Rocha	RS	110202
4300703	Anta Gorda	RS	214859
4300802	Antônio Prado	RS	612662
4300851	Arambaré	RS	121018
4300877	Araricá	RS	162456
4300901	Aratiba	RS	801964
4301008	Arroio do Meio	RS	1219234
4301057	Arroio do Sal	RS	223606
4301073	Arroio do Padre	RS	45521
4301107	Arroio dos Ratos	RS	261655
4301206	Arroio do Tigre	RS	335609
4301305	Arroio Grande	RS	543341
4301404	Arvorezinha	RS	248601
4301503	Augusto Pestana	RS	339861
4301552	Áurea	RS	108018
4301602	Bagé	RS	2977723
4301636	Balneário Pinhal	RS	216653
4301651	Barão	RS	212626
4301701	Barão de Cotegipe	RS	218320
4301750	Barão do Triunfo	RS	111065
4301800	Barracão	RS	218280
4301859	Barra do Guarita	RS	42030
4301875	Barra do Quaraí	RS	174434
4301909	Barra do Ribeiro	RS	319577
4301925	Barra do Rio Azul	RS	48888
4301958	Barra Funda	RS	131239
4302006	Barros Cassal	RS	204883
4302055	Benjamin Constant do Sul	RS	31897
4302105	Bento Gonçalves	RS	5963269
4302154	Boa Vista das Missões	RS	155939
4302204	Boa Vista do Buricá	RS	214413
4302220	Boa Vista do Cadeado	RS	275390
4302238	Boa Vista do Incra	RS	202173
4302253	Boa Vista do Sul	RS	90916
4302303	Bom Jesus	RS	335533
4302352	Bom Princípio	RS	650980
4302378	Bom Progresso	RS	52807
4302402	Bom Retiro do Sul	RS	303125
4302451	Boqueirão do Leão	RS	131614
4302501	Bossoroca	RS	329364
4302584	Bozano	RS	155771
4302600	Braga	RS	85877
4302659	Brochier	RS	83654
4302709	Butiá	RS	445038
4302808	Caçapava do Sul	RS	816533
4302907	Cacequi	RS	342256
4303004	Cachoeira do Sul	RS	2354964
4303103	Cachoeirinha	RS	5272956
4303202	Cacique Doble	RS	113810
4303301	Caibaté	RS	178322
4303400	Caiçara	RS	101443
4303509	Camaquã	RS	2011791
4303558	Camargo	RS	165766
4303608	Cambará do Sul	RS	180824
4303673	Campestre da Serra	RS	171639
4303707	Campina das Missões	RS	152430
4303806	Campinas do Sul	RS	221364
4303905	Campo Bom	RS	3120149
4304002	Campo Novo	RS	209435
4304101	Campos Borges	RS	99397
4304200	Candelária	RS	832090
4304309	Cândido Godói	RS	237985
4304358	Candiota	RS	630090
4304408	Canela	RS	1129075
4304507	Canguçu	RS	1113646
4304606	Canoas	RS	19177607
4304614	Canudos do Vale	RS	43295
4304622	Capão Bonito do Sul	RS	197277
4304630	Capão da Canoa	RS	1434599
4304655	Capão do Cipó	RS	322350
4304663	Capão do Leão	RS	507743
4304671	Capivari do Sul	RS	208039
4304689	Capela de Santana	RS	202714
4304697	Capitão	RS	65097
4304705	Carazinho	RS	3010179
4304713	Caraá	RS	110129
4304804	Carlos Barbosa	RS	2529089
4304853	Carlos Gomes	RS	38912
4304903	Casca	RS	438080
4304952	Caseiros	RS	135657
4305009	Catuípe	RS	389336
4305108	Caxias do Sul	RS	24678915
4305116	Centenário	RS	73992
4305124	Cerrito	RS	93747
4305132	Cerro Branco	RS	72397
4305157	Cerro Grande	RS	56202
4305173	Cerro Grande do Sul	RS	160189
4305207	Cerro Largo	RS	734292
4305306	Chapada	RS	468068
4305355	Charqueadas	RS	1711192
4305371	Charrua	RS	91747
4305405	Chiapetta	RS	214014
4305439	Chuí	RS	379119
4305447	Chuvisca	RS	102128
4305454	Cidreira	RS	279668
4305504	Ciríaco	RS	148826
4305587	Colinas	RS	58847
4305603	Colorado	RS	210617
4305702	Condor	RS	387529
4305801	Constantina	RS	303825
4305835	Coqueiro Baixo	RS	33888
4305850	Coqueiros do Sul	RS	121395
4305871	Coronel Barros	RS	121402
4305900	Coronel Bicaco	RS	299137
4305934	Coronel Pilar	RS	39566
4305959	Cotiporã	RS	158086
4305975	Coxilha	RS	219150
4306007	Crissiumal	RS	345504
4306056	Cristal	RS	179303
4306072	Cristal do Sul	RS	58834
4306106	Cruz Alta	RS	3949026
4306130	Cruzaltense	RS	85409
4306205	Cruzeiro do Sul	RS	357028
4306304	David Canabarro	RS	147080
4306320	Derrubadas	RS	82107
4306353	Dezesseis de Novembro	RS	39471
4306379	Dilermando de Aguiar	RS	143900
4306403	Dois Irmãos	RS	2001767
4306429	Dois Irmãos das Missões	RS	115144
4306452	Dois Lajeados	RS	96464
4306502	Dom Feliciano	RS	237764
4306551	Dom Pedro de Alcântara	RS	54603
4306601	Dom Pedrito	RS	1325429
4306700	Dona Francisca	RS	75272
4306734	Doutor Maurício Cardoso	RS	196158
4306759	Doutor Ricardo	RS	52217
4306767	Eldorado do Sul	RS	1607476
4306809	Encantado	RS	886854
4306908	Encruzilhada do Sul	RS	535600
4306924	Engenho Velho	RS	49621
4306932	Entre-Ijuís	RS	405648
4306957	Entre Rios do Sul	RS	193270
4306973	Erebango	RS	110388
4307005	Erechim	RS	4946250
4307054	Ernestina	RS	144615
4307104	Herval	RS	133957
4307203	Erval Grande	RS	94170
4307302	Erval Seco	RS	231813
4307401	Esmeralda	RS	215522
4307450	Esperança do Sul	RS	71706
4307500	Espumoso	RS	774290
4307559	Estação	RS	358762
4307609	Estância Velha	RS	1462099
4307708	Esteio	RS	3179328
4307807	Estrela	RS	1474062
4307815	Estrela Velha	RS	128430
4307831	Eugênio de Castro	RS	208362
4307864	Fagundes Varela	RS	77466
4307906	Farroupilha	RS	3426684
4308003	Faxinal do Soturno	RS	202940
4308052	Faxinalzinho	RS	65748
4308078	Fazenda Vilanova	RS	114939
4308102	Feliz	RS	422476
4308201	Flores da Cunha	RS	1623650
4308250	Floriano Peixoto	RS	58932
4308300	Fontoura Xavier	RS	200694
4308409	Formigueiro	RS	189822
4308433	Forquetinha	RS	42232
4308458	Fortaleza dos Valos	RS	324156
4308508	Frederico Westphalen	RS	1142319
4308607	Garibaldi	RS	2076992
4308656	Garruchos	RS	125238
4308706	Gaurama	RS	235322
4308805	General Câmara	RS	157777
4308854	Gentil	RS	110237
4308904	Getúlio Vargas	RS	554630
4309001	Giruá	RS	784936
4309050	Glorinha	RS	329454
4309100	Gramado	RS	1969580
4309126	Gramado dos Loureiros	RS	53391
4309159	Gramado Xavier	RS	83011
4309209	Gravataí	RS	11964052
4309258	Guabiju	RS	74048
4309308	Guaíba	RS	6729778
4309407	Guaporé	RS	866189
4309506	Guarani das Missões	RS	357567
4309555	Harmonia	RS	169229
4309571	Herveiras	RS	60127
4309605	Horizontina	RS	1626247
4309654	Hulha Negra	RS	201585
4309704	Humaitá	RS	145045
4309753	Ibarama	RS	90584
4309803	Ibiaçá	RS	222148
4309902	Ibiraiaras	RS	248921
4309951	Ibirapuitã	RS	117234
4310009	Ibirubá	RS	1065952
4310108	Igrejinha	RS	1815164
4310207	Ijuí	RS	3530436
4310306	Ilópolis	RS	104592
4310330	Imbé	RS	455220
4310363	Imigrante	RS	239314
4310405	Independência	RS	284071
4310413	Inhacorá	RS	72493
4310439	Ipê	RS	196749
4310462	Ipiranga do Sul	RS	103950
4310504	Iraí	RS	169919
4310538	Itaara	RS	124774
4310553	Itacurubi	RS	92000
4310579	Itapuca	RS	57567
4310603	Itaqui	RS	1388326
4310652	Itati	RS	64391
4310702	Itatiba do Sul	RS	58551
4310751	Ivorá	RS	52897
4310801	Ivoti	RS	1012333
4310850	Jaboticaba	RS	98439
4310876	Jacuizinho	RS	117096
4310900	Jacutinga	RS	134460
4311007	Jaguarão	RS	670646
4311106	Jaguari	RS	254642
4311122	Jaquirana	RS	67006
4311130	Jari	RS	218315
4311155	Jóia	RS	527538
4311205	Júlio de Castilhos	RS	1307194
4311239	Lagoa Bonita do Sul	RS	59817
4311254	Lagoão	RS	111632
4311270	Lagoa dos Três Cantos	RS	94387
4311304	Lagoa Vermelha	RS	1164135
4311403	Lajeado	RS	4241235
4311429	Lajeado do Bugre	RS	48942
4311502	Lavras do Sul	RS	252428
4311601	Liberato Salzano	RS	140321
4311627	Lindolfo Collor	RS	296697
4311643	Linha Nova	RS	48219
4311700	Machadinho	RS	178996
4311718	Maçambará	RS	245439
4311734	Mampituba	RS	53257
4311759	Manoel Viana	RS	277626
4311775	Maquiné	RS	121310
4311791	Maratá	RS	69243
4311809	Marau	RS	2051324
4311908	Marcelino Ramos	RS	116522
4311981	Mariana Pimentel	RS	66320
4312005	Mariano Moro	RS	50449
4312054	Marques de Souza	RS	87938
4312104	Mata	RS	114241
4312138	Mato Castelhano	RS	103994
4312153	Mato Leitão	RS	154162
4312179	Mato Queimado	RS	59356
4312203	Maximiliano de Almeida	RS	116743
4312252	Minas do Leão	RS	176749
4312302	Miraguaí	RS	132997
4312351	Montauri	RS	57083
4312377	Monte Alegre dos Campos	RS	64838
4312385	Monte Belo do Sul	RS	79016
4312401	Montenegro	RS	3729773
4312427	Mormaço	RS	108241
4312443	Morrinhos do Sul	RS	55176
4312450	Morro Redondo	RS	91742
4312476	Morro Reuter	RS	182805
4312500	Mostardas	RS	358553
4312609	Muçum	RS	250661
4312617	Muitos Capões	RS	431524
4312625	Muliterno	RS	52385
4312658	Não-Me-Toque	RS	1275494
4312674	Nicolau Vergueiro	RS	92153
4312708	Nonoai	RS	427622
4312757	Nova Alvorada	RS	169032
4312807	Nova Araçá	RS	211019
4312906	Nova Bassano	RS	511068
4312955	Nova Boa Vista	RS	91690
4313003	Nova Bréscia	RS	104221
4313011	Nova Candelária	RS	147118
4313037	Nova Esperança do Sul	RS	128579
4313060	Nova Hartz	RS	632950
4313086	Nova Pádua	RS	71085
4313102	Nova Palma	RS	310073
4313201	Nova Petrópolis	RS	792489
4313300	Nova Prata	RS	1593815
4313334	Nova Ramada	RS	151559
4313359	Nova Roma do Sul	RS	182745
4313375	Nova Santa Rita	RS	1663379
4313391	Novo Cabrais	RS	88494
4313409	Novo Hamburgo	RS	9404444
4313425	Novo Machado	RS	120591
4313441	Novo Tiradentes	RS	49260
4313466	Novo Xingu	RS	57257
4313490	Novo Barreiro	RS	88454
4313508	Osório	RS	1563675
4313607	Paim Filho	RS	109912
4313656	Palmares do Sul	RS	469027
4313706	Palmeira das Missões	RS	1460340
4313805	Palmitinho	RS	183202
4313904	Panambi	RS	2126578
4313953	Pantano Grande	RS	346217
4314001	Paraí	RS	290121
4314027	Paraíso do Sul	RS	154885
4314035	Pareci Novo	RS	95838
4314050	Parobé	RS	1227222
4314068	Passa Sete	RS	104234
4314076	Passo do Sobrado	RS	172014
4314100	Passo Fundo	RS	9145515
4314134	Paulo Bento	RS	95004
4314159	Paverama	RS	169255
4314175	Pedras Altas	RS	110305
4314209	Pedro Osório	RS	149526
4314308	Pejuçara	RS	268249
4314407	Pelotas	RS	8843337
4314423	Picada Café	RS	344509
4314456	Pinhal	RS	73958
4314464	Pinhal da Serra	RS	255942
4314472	Pinhal Grande	RS	686453
4314498	Pinheirinho do Vale	RS	84689
4314506	Pinheiro Machado	RS	287326
4314548	Pinto Bandeira	RS	53417
4314555	Pirapó	RS	67644
4314605	Piratini	RS	415909
4314704	Planalto	RS	195022
4314753	Poço das Antas	RS	88241
4314779	Pontão	RS	225484
4314787	Ponte Preta	RS	61997
4314803	Portão	RS	1207172
4314902	Porto Alegre	RS	77134613
4315008	Porto Lucena	RS	104686
4315057	Porto Mauá	RS	61308
4315073	Porto Vera Cruz	RS	31549
4315107	Porto Xavier	RS	175984
4315131	Pouso Novo	RS	41814
4315149	Presidente Lucena	RS	140251
4315156	Progresso	RS	124204
4315172	Protásio Alves	RS	51914
4315206	Putinga	RS	94170
4315305	Quaraí	RS	447579
4315313	Quatro Irmãos	RS	131905
4315321	Quevedos	RS	180365
4315354	Quinze de Novembro	RS	148010
4315404	Redentora	RS	174107
4315453	Relvado	RS	47103
4315503	Restinga Sêca	RS	463381
4315552	Rio dos Índios	RS	87153
4315602	Rio Grande	RS	10853316
4315701	Rio Pardo	RS	933340
4315750	Riozinho	RS	123810
4315800	Roca Sales	RS	462546
4315909	Rodeio Bonito	RS	174930
4315958	Rolador	RS	99764
4316006	Rolante	RS	617912
4316105	Ronda Alta	RS	351049
4316204	Rondinha	RS	190153
4316303	Roque Gonzales	RS	806688
4316402	Rosário do Sul	RS	905708
4316428	Sagrada Família	RS	57641
4316436	Saldanha Marinho	RS	164532
4316451	Salto do Jacuí	RS	804656
4316477	Salvador das Missões	RS	123685
4316501	Salvador do Sul	RS	281333
4316600	Sananduva	RS	597968
4316709	Santa Bárbara do Sul	RS	787040
4316733	Santa Cecília do Sul	RS	75301
4316758	Santa Clara do Sul	RS	267037
4316808	Santa Cruz do Sul	RS	9485198
4316907	Santa Maria	RS	7793975
4316956	Santa Maria do Herval	RS	192348
4316972	Santa Margarida do Sul	RS	226963
4317004	Santana da Boa Vista	RS	188752
4317103	Sant'Ana do Livramento	RS	2631507
4317202	Santa Rosa	RS	2997013
4317251	Santa Tereza	RS	37497
4317301	Santa Vitória do Palmar	RS	1344185
4317400	Santiago	RS	1442761
4317509	Santo Ângelo	RS	2649084
4317558	Santo Antônio do Palma	RS	89045
4317608	Santo Antônio da Patrulha	RS	1274746
4317707	Santo Antônio das Missões	RS	380408
4317756	Santo Antônio do Planalto	RS	111507
4317806	Santo Augusto	RS	554970
4317905	Santo Cristo	RS	569916
4317954	Santo Expedito do Sul	RS	74404
4318002	São Borja	RS	1905564
4318051	São Domingos do Sul	RS	65009
4318101	São Francisco de Assis	RS	494105
4318200	São Francisco de Paula	RS	614630
4318309	São Gabriel	RS	1841546
4318408	São Jerônimo	RS	582104
4318424	São João da Urtiga	RS	132767
4318432	São João do Polêsine	RS	75387
4318440	São Jorge	RS	85329
4318457	São José das Missões	RS	59768
4318465	São José do Herval	RS	44948
4318481	São José do Hortêncio	RS	122017
4318499	São José do Inhacorá	RS	95592
4318507	São José do Norte	RS	813317
4318606	São José do Ouro	RS	291614
4318614	São José do Sul	RS	60150
4318622	São José dos Ausentes	RS	90348
4318705	São Leopoldo	RS	9002658
4318804	São Lourenço do Sul	RS	1064180
4318903	São Luiz Gonzaga	RS	1333395
4319000	São Marcos	RS	849003
4319109	São Martinho	RS	222582
4319125	São Martinho da Serra	RS	205925
4319158	São Miguel das Missões	RS	518371
4319208	São Nicolau	RS	155602
4319307	São Paulo das Missões	RS	162244
4319356	São Pedro da Serra	RS	79842
4319364	São Pedro das Missões	RS	71366
4319372	São Pedro do Butiá	RS	102134
4319406	São Pedro do Sul	RS	397931
4319505	São Sebastião do Caí	RS	701699
4319604	São Sepé	RS	805172
4319703	São Valentim	RS	91182
4319711	São Valentim do Sul	RS	68493
4319737	São Valério do Sul	RS	55405
4319752	São Vendelino	RS	75827
4319802	São Vicente do Sul	RS	274618
4319901	Sapiranga	RS	3312010
4320008	Sapucaia do Sul	RS	3391582
4320107	Sarandi	RS	919707
4320206	Seberi	RS	357772
4320230	Sede Nova	RS	100496
4320263	Segredo	RS	130978
4320305	Selbach	RS	240209
4320321	Senador Salgado Filho	RS	91628
4320354	Sentinela do Sul	RS	81447
4320404	Serafina Corrêa	RS	663509
4320453	Sério	RS	42223
4320503	Sertão	RS	307201
4320552	Sertão Santana	RS	236477
4320578	Sete de Setembro	RS	62937
4320602	Severiano de Almeida	RS	100716
4320651	Silveira Martins	RS	53182
4320677	Sinimbu	RS	194310
4320701	Sobradinho	RS	363024
4320800	Soledade	RS	975864
4320859	Tabaí	RS	81381
4320909	Tapejara	RS	1126285
4321006	Tapera	RS	453521
4321105	Tapes	RS	356167
4321204	Taquara	RS	1306887
4321303	Taquari	RS	749873
4321329	Taquaruçu do Sul	RS	116714
4321352	Tavares	RS	82762
4321402	Tenente Portela	RS	421623
4321436	Terra de Areia	RS	224160
4321451	Teutônia	RS	1426977
4321469	Tio Hugo	RS	123112
4321477	Tiradentes do Sul	RS	125446
4321493	Toropi	RS	71788
4321501	Torres	RS	1138189
4321600	Tramandaí	RS	1027972
4321626	Travesseiro	RS	60430
4321634	Três Arroios	RS	77973
4321667	Três Cachoeiras	RS	254215
4321709	Três Coroas	RS	942723
4321808	Três de Maio	RS	1086481
4321832	Três Forquilhas	RS	50905
4321857	Três Palmeiras	RS	137490
4321907	Três Passos	RS	826787
4321956	Trindade do Sul	RS	180273
4322004	Triunfo	RS	8885017
4322103	Tucunduva	RS	217090
4322152	Tunas	RS	80213
4322186	Tupanci do Sul	RS	52331
4322202	Tupanciretã	RS	1281990
4322251	Tupandi	RS	500718
4322301	Tuparendi	RS	295762
4322327	Turuçu	RS	96552
4322343	Ubiretama	RS	63259
4322350	União da Serra	RS	51758
4322376	Unistalda	RS	68336
4322400	Uruguaiana	RS	2771361
4322509	Vacaria	RS	2256728
4322525	Vale Verde	RS	76342
4322533	Vale do Sol	RS	222662
4322541	Vale Real	RS	129031
4322558	Vanini	RS	58830
4322608	Venâncio Aires	RS	3509832
4322707	Vera Cruz	RS	651276
4322806	Veranópolis	RS	1549594
4322855	Vespasiano Corrêa	RS	67426
4322905	Viadutos	RS	137276
4323002	Viamão	RS	3743506
4323101	Vicente Dutra	RS	94668
4323200	Victor Graeff	RS	175024
4323309	Vila Flores	RS	176435
4323358	Vila Lângaro	RS	111366
4323408	Vila Maria	RS	210836
4323457	Vila Nova do Sul	RS	120672
4323507	Vista Alegre	RS	83790
4323606	Vista Alegre do Prata	RS	54059
4323705	Vista Gaúcha	RS	66472
4323754	Vitória das Missões	RS	98859
4323770	Westfália	RS	167841
4323804	Xangri-lá	RS	500027
5000203	Água Clara	MS	1332057
5000252	Alcinópolis	MS	167553
5000609	Amambai	MS	1025875
5000708	Anastácio	MS	455209
5000807	Anaurilândia	MS	261412
5000856	Angélica	MS	825666
5000906	Antônio João	MS	311702
5001003	Aparecida do Taboado	MS	1239362
5001102	Aquidauana	MS	926510
5001243	Aral Moreira	MS	598004
5001508	Bandeirantes	MS	414872
5001904	Bataguassu	MS	784930
5002001	Batayporã	MS	390914
5002100	Bela Vista	MS	551791
5002159	Bodoquena	MS	211607
5002209	Bonito	MS	751546
5002308	Brasilândia	MS	571964
5002407	Caarapó	MS	1394450
5002605	Camapuã	MS	435292
5002704	Campo Grande	MS	29177496
5002803	Caracol	MS	119062
5002902	Cassilândia	MS	568938
5002951	Chapadão do Sul	MS	1777832
5003108	Corguinho	MS	107509
5003157	Coronel Sapucaia	MS	211353
5003207	Corumbá	MS	3056327
5003256	Costa Rica	MS	1822926
5003306	Coxim	MS	899025
5003454	Deodápolis	MS	295181
5003488	Dois Irmãos do Buriti	MS	206297
5003504	Douradina	MS	139925
5003702	Dourados	MS	8500169
5003751	Eldorado	MS	369552
5003801	Fátima do Sul	MS	498975
5003900	Figueirão	MS	96208
5004007	Glória de Dourados	MS	186293
5004106	Guia Lopes da Laguna	MS	257726
5004304	Iguatemi	MS	403426
5004403	Inocência	MS	338303
5004502	Itaporã	MS	821467
5004601	Itaquiraí	MS	748177
5004700	Ivinhema	MS	1247734
5004809	Japorã	MS	130325
5004908	Jaraguari	MS	475041
5005004	Jardim	MS	605586
5005103	Jateí	MS	304981
5005152	Juti	MS	284277
5005202	Ladário	MS	324226
5005251	Laguna Carapã	MS	596880
5005400	Maracaju	MS	2922424
5005608	Miranda	MS	500865
5005681	Mundo Novo	MS	518748
5005707	Naviraí	MS	1840094
5005806	Nioaque	MS	279916
5006002	Nova Alvorada do Sul	MS	1492791
5006200	Nova Andradina	MS	2095508
5006259	Novo Horizonte do Sul	MS	168721
5006275	Paraíso das Águas	MS	725435
5006309	Paranaíba	MS	1317597
5006358	Paranhos	MS	168513
5006408	Pedro Gomes	MS	228230
5006606	Ponta Porã	MS	3062096
5006903	Porto Murtinho	MS	344199
5007109	Ribas do Rio Pardo	MS	868566
5007208	Rio Brilhante	MS	2295585
5007307	Rio Negro	MS	95257
5007406	Rio Verde de Mato Grosso	MS	468101
5007505	Rochedo	MS	175999
5007554	Santa Rita do Pardo	MS	333862
5007695	São Gabriel do Oeste	MS	1695947
5007703	Sete Quedas	MS	249484
5007802	Selvíria	MS	2358954
5007901	Sidrolândia	MS	2165940
5007935	Sonora	MS	714369
5007950	Tacuru	MS	222521
5007976	Taquarussu	MS	113305
5008008	Terenos	MS	515238
5008305	Três Lagoas	MS	11545054
5008404	Vicentina	MS	263891
5100102	Acorizal	MT	77845
5100201	Água Boa	MT	1097796
5100250	Alta Floresta	MT	1458249
5100300	Alto Araguaia	MT	900149
5100359	Alto Boa Vista	MT	110114
5100409	Alto Garças	MT	528714
5100508	Alto Paraguai	MT	122837
5100607	Alto Taquari	MT	891391
5100805	Apiacás	MT	154943
5101001	Araguaiana	MT	68837
5101209	Araguainha	MT	19202
5101258	Araputanga	MT	450831
5101308	Arenápolis	MT	167264
5101407	Aripuanã	MT	818257
5101605	Barão de Melgaço	MT	91427
5101704	Barra do Bugres	MT	1315942
5101803	Barra do Garças	MT	1897482
5101852	Bom Jesus do Araguaia	MT	303002
5101902	Brasnorte	MT	965779
5102504	Cáceres	MT	1895809
5102603	Campinápolis	MT	288267
5102637	Campo Novo do Parecis	MT	3623523
5102678	Campo Verde	MT	2438785
5102686	Campos de Júlio	MT	1386733
5102694	Canabrava do Norte	MT	134866
5102702	Canarana	MT	1272296
5102793	Carlinda	MT	166418
5102850	Castanheira	MT	135766
5103007	Chapada dos Guimarães	MT	742826
5103056	Cláudia	MT	426892
5103106	Cocalinho	MT	151447
5103205	Colíder	MT	880678
5103254	Colniza	MT	545245
5103304	Comodoro	MT	696467
5103353	Confresa	MT	844124
5103361	Conquista D'Oeste	MT	94864
5103379	Cotriguaçu	MT	215317
5103403	Cuiabá	MT	23705266
5103437	Curvelândia	MT	105005
5103452	Denise	MT	542021
5103502	Diamantino	MT	2292986
5103601	Dom Aquino	MT	368559
5103700	Feliz Natal	MT	435460
5103809	Figueirópolis D'Oeste	MT	61759
5103858	Gaúcha do Norte	MT	334079
5103908	General Carneiro	MT	220047
5103957	Glória D'Oeste	MT	69634
5104104	Guarantã do Norte	MT	887531
5104203	Guiratinga	MT	378237
5104500	Indiavaí	MT	57352
5104526	Ipiranga do Norte	MT	846860
5104542	Itanhangá	MT	286875
5104559	Itaúba	MT	185844
5104609	Itiquira	MT	1173156
5104807	Jaciara	MT	923609
5104906	Jangada	MT	178961
5105002	Jauru	MT	271386
5105101	Juara	MT	743238
5105150	Juína	MT	1030631
5105176	Juruena	MT	186629
5105200	Juscimeira	MT	335030
5105234	Lambari D'Oeste	MT	189090
5105259	Lucas do Rio Verde	MT	4569317
5105309	Luciara	MT	31042
5105507	Vila Bela da Santíssima Trindade	MT	317207
5105580	Marcelândia	MT	317725
5105606	Matupá	MT	754126
5105622	Mirassol d'Oeste	MT	769779
5105903	Nobres	MT	669961
5106000	Nortelândia	MT	122364
5106109	Nossa Senhora do Livramento	MT	292519
5106158	Nova Bandeirantes	MT	220928
5106174	Nova Nazaré	MT	73119
5106182	Nova Lacerda	MT	181055
5106190	Nova Santa Helena	MT	174711
5106208	Nova Brasilândia	MT	67871
5106216	Nova Canaã do Norte	MT	383866
5106224	Nova Mutum	MT	3301611
5106232	Nova Olímpia	MT	719178
5106240	Nova Ubiratã	MT	1082729
5106257	Nova Xavantina	MT	648326
5106265	Novo Mundo	MT	200605
5106273	Novo Horizonte do Norte	MT	59398
5106281	Novo São Joaquim	MT	302269
5106299	Paranaíta	MT	635378
5106307	Paranatinga	MT	666153
5106315	Novo Santo Antônio	MT	37895
5106372	Pedra Preta	MT	750517
5106422	Peixoto de Azevedo	MT	542656
5106455	Planalto da Serra	MT	67994
5106505	Poconé	MT	539827
5106653	Pontal do Araguaia	MT	86464
5106703	Ponte Branca	MT	25020
